REF_DATE,GEO,DGUID,Type_of_structure,Type_of_unit,VECTOR,COORDINATE,VALUE
2016,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,Three bedroom units,v3825007,125.4.4,1502.0
2016,"Vancouver, British Columbia",2011S0503933,Row and apartment structures of three units and over,Bachelor units,v3822837,184.3.1,1015.0
2016,"Vancouver, British Columbia",2011S0503933,Row and apartment structures of three units and over,One bedroom units,v3822971,184.3.2,1159.0
2016,"Vancouver, British Columbia",2011S0503933,Row and apartment structures of three units and over,Two bedroom units,v3823105,184.3.3,1459.0
2016,"Vancouver, British Columbia",2011S0503933,Row and apartment structures of three units and over,Three bedroom units,v3823239,184.3.4,1656.0
2016,"Vancouver, British Columbia",2011S0503933,Row structures of three units and over,Bachelor units,v3823373,184.2.1,1326.0
2016,"Vancouver, British Columbia",2011S0503933,Row structures of three units and over,One bedroom units,v3823507,184.2.2,1132.0
2016,"Vancouver, British Columbia",2011S0503933,Row structures of three units and over,Two bedroom units,v3823641,184.2.3,1718.0
2016,"Vancouver, British Columbia",2011S0503933,Row structures of three units and over,Three bedroom units,v3823775,184.2.4,1684.0
2016,"Vancouver, British Columbia",2011S0503933,Apartment structures of three units and over,Bachelor units,v3823909,184.1.1,1013.0
2016,"Vancouver, British Columbia",2011S0503933,Apartment structures of three units and over,One bedroom units,v3824043,184.1.2,1159.0
2016,"Vancouver, British Columbia",2011S0503933,Apartment structures of three units and over,Two bedroom units,v3824177,184.1.3,1450.0
2016,"Vancouver, British Columbia",2011S0503933,Apartment structures of three units and over,Three bedroom units,v3824311,184.1.4,1631.0
2016,"Vancouver, British Columbia",2011S0503933,Apartment structures of six units and over,Bachelor units,v3824445,184.4.1,1014.0
2016,"Vancouver, British Columbia",2011S0503933,Apartment structures of six units and over,One bedroom units,v3824633,184.4.2,1161.0
2016,"Vancouver, British Columbia",2011S0503933,Apartment structures of six units and over,Two bedroom units,v3824821,184.4.3,1453.0
2016,"Vancouver, British Columbia",2011S0503933,Apartment structures of six units and over,Three bedroom units,v3825009,184.4.4,1641.0
2017,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Bachelor units,v3822825,37.3.1,565.0
2017,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,One bedroom units,v3822959,37.3.2,656.0
2017,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Two bedroom units,v3823093,37.3.3,782.0
2017,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Three bedroom units,v3823227,37.3.4,870.0
2017,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row structures of three units and over,Two bedroom units,v3823629,37.2.3,767.0
2017,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row structures of three units and over,Three bedroom units,v3823763,37.2.4,906.0
2017,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Bachelor units,v3823897,37.1.1,565.0
2017,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,One bedroom units,v3824031,37.1.2,656.0
2017,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Two bedroom units,v3824165,37.1.3,782.0
2017,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Three bedroom units,v3824299,37.1.4,868.0
2017,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Bachelor units,v3824433,37.4.1,596.0
2017,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,One bedroom units,v3824621,37.4.2,678.0
2017,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Two bedroom units,v3824809,37.4.3,783.0
2017,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Three bedroom units,v3824997,37.4.4,863.0
2017,"Montréal, Quebec",2011S0503462,Row and apartment structures of three units and over,Bachelor units,v3822821,46.3.1,598.0
2017,"Montréal, Quebec",2011S0503462,Row and apartment structures of three units and over,One bedroom units,v3822955,46.3.2,698.0
2017,"Montréal, Quebec",2011S0503462,Row and apartment structures of three units and over,Two bedroom units,v3823089,46.3.3,782.0
2017,"Montréal, Quebec",2011S0503462,Row and apartment structures of three units and over,Three bedroom units,v3823223,46.3.4,966.0
2017,"Montréal, Quebec",2011S0503462,Row structures of three units and over,Bachelor units,v3823357,46.2.1,1136.0
2017,"Montréal, Quebec",2011S0503462,Row structures of three units and over,One bedroom units,v3823491,46.2.2,819.0
2017,"Montréal, Quebec",2011S0503462,Row structures of three units and over,Two bedroom units,v3823625,46.2.3,838.0
2017,"Montréal, Quebec",2011S0503462,Row structures of three units and over,Three bedroom units,v3823759,46.2.4,1205.0
2017,"Montréal, Quebec",2011S0503462,Apartment structures of three units and over,Bachelor units,v3823893,46.1.1,597.0
2017,"Montréal, Quebec",2011S0503462,Apartment structures of three units and over,One bedroom units,v3824027,46.1.2,698.0
2017,"Montréal, Quebec",2011S0503462,Apartment structures of three units and over,Two bedroom units,v3824161,46.1.3,782.0
2017,"Montréal, Quebec",2011S0503462,Apartment structures of three units and over,Three bedroom units,v3824295,46.1.4,965.0
2017,"Montréal, Quebec",2011S0503462,Apartment structures of six units and over,Bachelor units,v3824429,46.4.1,609.0
2017,"Montréal, Quebec",2011S0503462,Apartment structures of six units and over,One bedroom units,v3824617,46.4.2,736.0
2017,"Montréal, Quebec",2011S0503462,Apartment structures of six units and over,Two bedroom units,v3824805,46.4.3,801.0
2017,"Montréal, Quebec",2011S0503462,Apartment structures of six units and over,Three bedroom units,v3824993,46.4.4,952.0
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Bachelor units,v3822824,105.3.1,799.0
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,One bedroom units,v3822958,105.3.2,968.0
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Two bedroom units,v3823092,105.3.3,1086.0
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Three bedroom units,v3823226,105.3.4,1282.0
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,One bedroom units,v3823494,105.2.2,903.0
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Two bedroom units,v3823628,105.2.3,1191.0
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Three bedroom units,v3823762,105.2.4,1353.0
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Bachelor units,v3823896,105.1.1,799.0
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,One bedroom units,v3824030,105.1.2,968.0
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Two bedroom units,v3824164,105.1.3,1080.0
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Three bedroom units,v3824298,105.1.4,1213.0
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Bachelor units,v3824432,105.4.1,813.0
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,One bedroom units,v3824620,105.4.2,983.0
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Two bedroom units,v3824808,105.4.3,1106.0
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Three bedroom units,v3824996,105.4.4,1249.0
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Bachelor units,v3822826,106.3.1,836.0
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,One bedroom units,v3822960,106.3.2,1022.0
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Two bedroom units,v3823094,106.3.3,1231.0
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Three bedroom units,v3823228,106.3.4,1435.0
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,One bedroom units,v3823496,106.2.2,910.0
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Two bedroom units,v3823630,106.2.3,1209.0
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Three bedroom units,v3823764,106.2.4,1366.0
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Bachelor units,v3823898,106.1.1,836.0
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,One bedroom units,v3824032,106.1.2,1023.0
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Two bedroom units,v3824166,106.1.3,1232.0
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Three bedroom units,v3824300,106.1.4,1568.0
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Bachelor units,v3824434,106.4.1,838.0
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,One bedroom units,v3824622,106.4.2,1027.0
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Two bedroom units,v3824810,106.4.3,1237.0
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Three bedroom units,v3824998,106.4.4,1535.0
2017,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,Bachelor units,v3822835,125.3.1,1013.0
2017,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,One bedroom units,v3822969,125.3.2,1194.0
2017,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,Two bedroom units,v3823103,125.3.3,1403.0
2017,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,Three bedroom units,v3823237,125.3.4,1589.0
2017,"Toronto, Ontario",2011S0503535,Row structures of three units and over,One bedroom units,v3823505,125.2.2,1272.0
2017,"Toronto, Ontario",2011S0503535,Row structures of three units and over,Two bedroom units,v3823639,125.2.3,1342.0
2017,"Toronto, Ontario",2011S0503535,Row structures of three units and over,Three bedroom units,v3823773,125.2.4,1674.0
2017,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,Bachelor units,v3823907,125.1.1,1013.0
2017,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,One bedroom units,v3824041,125.1.2,1194.0
2017,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,Two bedroom units,v3824175,125.1.3,1404.0
2017,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,Three bedroom units,v3824309,125.1.4,1569.0
2017,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,Bachelor units,v3824443,125.4.1,1016.0
2017,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,One bedroom units,v3824631,125.4.2,1197.0
2017,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,Two bedroom units,v3824819,125.4.3,1400.0
2017,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,Three bedroom units,v3825007,125.4.4,1562.0
2017,"Vancouver, British Columbia",2011S0503933,Row and apartment structures of three units and over,Bachelor units,v3822837,184.3.1,1062.0
2017,"Vancouver, British Columbia",2011S0503933,Row and apartment structures of three units and over,One bedroom units,v3822971,184.3.2,1223.0
2017,"Vancouver, British Columbia",2011S0503933,Row and apartment structures of three units and over,Two bedroom units,v3823105,184.3.3,1558.0
2017,"Vancouver, British Columbia",2011S0503933,Row and apartment structures of three units and over,Three bedroom units,v3823239,184.3.4,1756.0
2017,"Vancouver, British Columbia",2011S0503933,Row structures of three units and over,Bachelor units,v3823373,184.2.1,1438.0
2017,"Vancouver, British Columbia",2011S0503933,Row structures of three units and over,One bedroom units,v3823507,184.2.2,1189.0
2017,"Vancouver, British Columbia",2011S0503933,Row structures of three units and over,Two bedroom units,v3823641,184.2.3,1718.0
2017,"Vancouver, British Columbia",2011S0503933,Row structures of three units and over,Three bedroom units,v3823775,184.2.4,1706.0
2017,"Vancouver, British Columbia",2011S0503933,Apartment structures of three units and over,Bachelor units,v3823909,184.1.1,1060.0
2017,"Vancouver, British Columbia",2011S0503933,Apartment structures of three units and over,One bedroom units,v3824043,184.1.2,1223.0
2017,"Vancouver, British Columbia",2011S0503933,Apartment structures of three units and over,Two bedroom units,v3824177,184.1.3,1552.0
2017,"Vancouver, British Columbia",2011S0503933,Apartment structures of three units and over,Three bedroom units,v3824311,184.1.4,1801.0
2017,"Vancouver, British Columbia",2011S0503933,Apartment structures of six units and over,Bachelor units,v3824445,184.4.1,1062.0
2017,"Vancouver, British Columbia",2011S0503933,Apartment structures of six units and over,One bedroom units,v3824633,184.4.2,1226.0
2017,"Vancouver, British Columbia",2011S0503933,Apartment structures of six units and over,Two bedroom units,v3824821,184.4.3,1556.0
2017,"Vancouver, British Columbia",2011S0503933,Apartment structures of six units and over,Three bedroom units,v3825009,184.4.4,1812.0
2018,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Bachelor units,v3822825,37.3.1,561.0
2018,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,One bedroom units,v3822959,37.3.2,696.0
2018,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Two bedroom units,v3823093,37.3.3,794.0
2018,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Three bedroom units,v3823227,37.3.4,892.0
2018,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row structures of three units and over,Two bedroom units,v3823629,37.2.3,760.0
2018,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row structures of three units and over,Three bedroom units,v3823763,37.2.4,896.0
2018,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Bachelor units,v3823897,37.1.1,561.0
2018,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,One bedroom units,v3824031,37.1.2,696.0
2018,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Two bedroom units,v3824165,37.1.3,794.0
2018,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Three bedroom units,v3824299,37.1.4,891.0
2018,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Bachelor units,v3824433,37.4.1,569.0
2018,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,One bedroom units,v3824621,37.4.2,727.0
2018,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Two bedroom units,v3824809,37.4.3,809.0
2018,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Three bedroom units,v3824997,37.4.4,880.0
2018,"Montréal, Quebec",2011S0503462,Row and apartment structures of three units and over,Bachelor units,v3822821,46.3.1,641.0
2018,"Montréal, Quebec",2011S0503462,Row and apartment structures of three units and over,One bedroom units,v3822955,46.3.2,720.0
2018,"Montréal, Quebec",2011S0503462,Row and apartment structures of three units and over,Two bedroom units,v3823089,46.3.3,809.0
2018,"Montréal, Quebec",2011S0503462,Row and apartment structures of three units and over,Three bedroom units,v3823223,46.3.4,1009.0
2018,"Montréal, Quebec",2011S0503462,Row structures of three units and over,One bedroom units,v3823491,46.2.2,698.0
2018,"Montréal, Quebec",2011S0503462,Row structures of three units and over,Two bedroom units,v3823625,46.2.3,958.0
2018,"Montréal, Quebec",2011S0503462,Row structures of three units and over,Three bedroom units,v3823759,46.2.4,1353.0
2018,"Montréal, Quebec",2011S0503462,Apartment structures of three units and over,Bachelor units,v3823893,46.1.1,641.0
2018,"Montréal, Quebec",2011S0503462,Apartment structures of three units and over,One bedroom units,v3824027,46.1.2,720.0
2018,"Montréal, Quebec",2011S0503462,Apartment structures of three units and over,Two bedroom units,v3824161,46.1.3,809.0
2018,"Montréal, Quebec",2011S0503462,Apartment structures of three units and over,Three bedroom units,v3824295,46.1.4,1007.0
2018,"Montréal, Quebec",2011S0503462,Apartment structures of six units and over,Bachelor units,v3824429,46.4.1,646.0
2018,"Montréal, Quebec",2011S0503462,Apartment structures of six units and over,One bedroom units,v3824617,46.4.2,764.0
2018,"Montréal, Quebec",2011S0503462,Apartment structures of six units and over,Two bedroom units,v3824805,46.4.3,830.0
2018,"Montréal, Quebec",2011S0503462,Apartment structures of six units and over,Three bedroom units,v3824993,46.4.4,989.0
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Bachelor units,v3822824,105.3.1,825.0
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,One bedroom units,v3822958,105.3.2,1025.0
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Two bedroom units,v3823092,105.3.3,1138.0
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Three bedroom units,v3823226,105.3.4,1302.0
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,One bedroom units,v3823494,105.2.2,904.0
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Two bedroom units,v3823628,105.2.3,1225.0
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Three bedroom units,v3823762,105.2.4,1401.0
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Bachelor units,v3823896,105.1.1,825.0
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,One bedroom units,v3824030,105.1.2,1025.0
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Two bedroom units,v3824164,105.1.3,1133.0
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Three bedroom units,v3824298,105.1.4,1203.0
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Bachelor units,v3824432,105.4.1,839.0
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,One bedroom units,v3824620,105.4.2,1045.0
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Two bedroom units,v3824808,105.4.3,1165.0
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Three bedroom units,v3824996,105.4.4,1253.0
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Bachelor units,v3822826,106.3.1,881.0
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,One bedroom units,v3822960,106.3.2,1088.0
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Two bedroom units,v3823094,106.3.3,1297.0
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Three bedroom units,v3823228,106.3.4,1468.0
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,One bedroom units,v3823496,106.2.2,906.0
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Two bedroom units,v3823630,106.2.3,1250.0
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Three bedroom units,v3823764,106.2.4,1414.0
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Bachelor units,v3823898,106.1.1,881.0
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,One bedroom units,v3824032,106.1.2,1088.0
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Two bedroom units,v3824166,106.1.3,1301.0
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Three bedroom units,v3824300,106.1.4,1584.0
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Bachelor units,v3824434,106.4.1,887.0
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,One bedroom units,v3824622,106.4.2,1096.0
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Two bedroom units,v3824810,106.4.3,1303.0
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Three bedroom units,v3824998,106.4.4,1568.0
2018,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,Bachelor units,v3822835,125.3.1,1081.0
2018,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,One bedroom units,v3822969,125.3.2,1261.0
2018,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,Two bedroom units,v3823103,125.3.3,1468.0
2018,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,Three bedroom units,v3823237,125.3.4,1647.0
2018,"Toronto, Ontario",2011S0503535,Row structures of three units and over,Two bedroom units,v3823639,125.2.3,1513.0
2018,"Toronto, Ontario",2011S0503535,Row structures of three units and over,Three bedroom units,v3823773,125.2.4,1703.0
2018,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,Bachelor units,v3823907,125.1.1,1080.0
2018,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,One bedroom units,v3824041,125.1.2,1261.0
2018,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,Two bedroom units,v3824175,125.1.3,1467.0
2018,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,Three bedroom units,v3824309,125.1.4,1633.0
2018,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,Bachelor units,v3824443,125.4.1,1083.0
2018,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,One bedroom units,v3824631,125.4.2,1263.0
2018,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,Two bedroom units,v3824819,125.4.3,1468.0
2018,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,Three bedroom units,v3825007,125.4.4,1628.0
2018,"Vancouver, British Columbia",2011S0503933,Row and apartment structures of three units and over,Bachelor units,v3822837,184.3.1,1151.0
2018,"Vancouver, British Columbia",2011S0503933,Row and apartment structures of three units and over,One bedroom units,v3822971,184.3.2,1306.0
2018,"Vancouver, British Columbia",2011S0503933,Row and apartment structures of three units and over,Two bedroom units,v3823105,184.3.3,1652.0
2018,"Vancouver, British Columbia",2011S0503933,Row and apartment structures of three units and over,Three bedroom units,v3823239,184.3.4,1845.0
2018,"Vancouver, British Columbia",2011S0503933,Row structures of three units and over,Bachelor units,v3823373,184.2.1,1470.0
2018,"Vancouver, British Columbia",2011S0503933,Row structures of three units and over,One bedroom units,v3823507,184.2.2,1239.0
2018,"Vancouver, British Columbia",2011S0503933,Row structures of three units and over,Two bedroom units,v3823641,184.2.3,1756.0
2018,"Vancouver, British Columbia",2011S0503933,Row structures of three units and over,Three bedroom units,v3823775,184.2.4,1755.0
2018,"Vancouver, British Columbia",2011S0503933,Apartment structures of three units and over,Bachelor units,v3823909,184.1.1,1150.0
2018,"Vancouver, British Columbia",2011S0503933,Apartment structures of three units and over,One bedroom units,v3824043,184.1.2,1307.0
2018,"Vancouver, British Columbia",2011S0503933,Apartment structures of three units and over,Two bedroom units,v3824177,184.1.3,1649.0
2018,"Vancouver, British Columbia",2011S0503933,Apartment structures of three units and over,Three bedroom units,v3824311,184.1.4,1921.0
2018,"Vancouver, British Columbia",2011S0503933,Apartment structures of six units and over,Bachelor units,v3824445,184.4.1,1152.0
2018,"Vancouver, British Columbia",2011S0503933,Apartment structures of six units and over,One bedroom units,v3824633,184.4.2,1309.0
2018,"Vancouver, British Columbia",2011S0503933,Apartment structures of six units and over,Two bedroom units,v3824821,184.4.3,1651.0
2018,"Vancouver, British Columbia",2011S0503933,Apartment structures of six units and over,Three bedroom units,v3825009,184.4.4,1934.0
2019,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Bachelor units,v3822825,37.3.1,623.0
2019,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,One bedroom units,v3822959,37.3.2,749.0
2019,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Two bedroom units,v3823093,37.3.3,874.0
2019,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Three bedroom units,v3823227,37.3.4,969.0
2019,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row structures of three units and over,Three bedroom units,v3823763,37.2.4,1114.0
2019,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Bachelor units,v3823897,37.1.1,623.0
2019,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,One bedroom units,v3824031,37.1.2,750.0
2019,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Two bedroom units,v3824165,37.1.3,874.0
2019,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Three bedroom units,v3824299,37.1.4,961.0
2019,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Bachelor units,v3824433,37.4.1,654.0
2019,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,One bedroom units,v3824621,37.4.2,781.0
2019,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Two bedroom units,v3824809,37.4.3,879.0
2019,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Three bedroom units,v3824997,37.4.4,978.0
2019,"Montréal, Quebec",2011S0503462,Row and apartment structures of three units and over,Bachelor units,v3822821,46.3.1,655.0
2019,"Montréal, Quebec",2011S0503462,Row and apartment structures of three units and over,One bedroom units,v3822955,46.3.2,754.0
2019,"Montréal, Quebec",2011S0503462,Row and apartment structures of three units and over,Two bedroom units,v3823089,46.3.3,856.0
2019,"Montréal, Quebec",2011S0503462,Row and apartment structures of three units and over,Three bedroom units,v3823223,46.3.4,1072.0
2019,"Montréal, Quebec",2011S0503462,Row structures of three units and over,One bedroom units,v3823491,46.2.2,679.0
2019,"Montréal, Quebec",2011S0503462,Row structures of three units and over,Two bedroom units,v3823625,46.2.3,949.0
2019,"Montréal, Quebec",2011S0503462,Row structures of three units and over,Three bedroom units,v3823759,46.2.4,1281.0
